Timestamp,Humidity,Temperature,Soil Moisture,Gas Levels,Diseases Prone To,Disease Risk
2024-01-01 00:00:00,78.2623799544314,21.894254891937454,26.878127009401148,95.26217377061383,Healthy,0
2024-01-01 01:00:00,77.90005985955226,21.602907106953616,45.351559397953565,4.439906149928852,Healthy,0
2024-01-01 02:00:00,59.334534388553976,35.8416451014129,56.86953213881205,3.5313725220855074,Healthy,0
2024-01-01 03:00:00,74.39562232910902,29.108369562187086,55.39359777516855,34.70494043531232,Healthy,0
2024-01-01 04:00:00,89.12354713402587,21.510082656276598,40.39951428133667,47.83924983517309,Healthy,0
2024-01-01 05:00:00,90.58876084156392,26.608312613759722,81.78378057096114,99.37304825655424,Apple___Black_rot,1
2024-01-01 06:00:00,49.34842098342649,27.849345018816976,59.007441755579165,6.814838954084679,Healthy,0
2024-01-01 07:00:00,82.35838905725859,29.342675269738923,37.740964447767034,21.32004389904004,Healthy,0
2024-01-01 08:00:00,71.08959336802613,39.56881928575886,53.31345545162346,50.31339513500747,Healthy,0
2024-01-01 09:00:00,85.37640724383671,22.353709626351776,65.9592618977526,65.58564754259977,Healthy,0
2024-01-01 10:00:00,85.80358409998296,28.46104527288151,50.99205063761317,99.09635878608078,Healthy,0
2024-01-01 11:00:00,66.78566945620014,31.02640580193846,42.5057620800289,50.279058532889835,Healthy,0
2024-01-01 12:00:00,75.92955137200474,25.049687956670528,68.36269789373796,8.548836434290784,Healthy,0
2024-01-01 13:00:00,82.38998694085359,34.391245348406585,46.582872293673084,94.84997679420529,Healthy,0
2024-01-01 14:00:00,82.55312701991866,30.973398838748867,47.19215044030781,52.540091401358744,Healthy,0
2024-01-01 15:00:00,54.81256405024568,29.611739287076418,54.30576631327316,17.808374481920065,Healthy,0
2024-01-01 16:00:00,77.79196125222558,27.227592574712254,39.415289725027506,88.12002617122717,Healthy,0
2024-01-01 17:00:00,78.90963546835377,14.780715762493035,33.579933819913414,47.78499439678788,Healthy,0
